id,tag,level,question_kr,question_en
212,쇼핑하기,6,쇼핑하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce shopping to someone from another country?
213,국내출장,6,국내출장와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare business trips in Korea with another hobby you enjoy. What are the key differences?
214,수영,4,수영를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start swimming and why?
215,게임하기,4,게임하기는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in 게임하기 and where do you usually go?
216,탁구,5,탁구와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How do you balance your schedule to continue doing table tennis regularly?
217,하키,5,하키와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing 하키, and how did you overcome them?"
218,리얼리티 쇼 시청,4,리얼리티 쇼 시청를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy watching reality shows.
219,탁구,4,탁구를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start table tennis and why?
220,악기 연주하기,4,악기 연주하기를 하게 된 특별한 계기가 있었나요?,When did you first start playing musical instruments and why?
221,헬스,4,헬스를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in working out and where do you usually go?
222,국내 여행,6,국내 여행와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to domestic travel.
223,술집/바에 가기,6,술집/바에 가기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,How would you introduce going to pubs or bars to someone from another country?
224,영화 보기,6,"영화 보기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce watching movies to someone from another country?
225,주거 개선,6,주거 개선를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,"If you couldn’t enjoy improving living space anymore, what would you replace it with and why?"
226,캠핑 하기,6,캠핑 하기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to camping.
227,미식축구,4,미식축구를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do American football alone or with others? Why?
228,카페/커피전문점 가기,5,카페/커피전문점 가기를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing visiting cafes, and how did you overcome them?"
229,카페/커피전문점 가기,6,"카페/커피전문점 가기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to visiting cafes.
230,카페/커피전문점 가기,5,카페/커피전문점 가기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in visiting cafes changed over time?
231,콘서트 보기,4,콘서트 보기를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do attending concerts alone or with others? Why?
232,태권도,5,태권도를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing 태권도 regularly?
233,음악 감상하기,6,"음악 감상하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does listening to music have in your country?
234,춤추기,5,춤추기를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing dancing, and how did you overcome them?"
235,공연 보기,5,공연 보기를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing watching performances, and how did you overcome them?"
236,배드민턴,4,배드민턴를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about badminton?
237,하키,6,하키를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to 하키.
238,카페/커피전문점 가기,4,카페/커피전문점 가기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start visiting cafes and why?
239,영화 보기,4,영화 보기는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in watching movies and where do you usually go?
240,공원 가기,5,공원 가기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in going to parks changed over time?
241,걷기,5,걷기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does walking have on your daily life or mood?
242,쇼핑하기,4,쇼핑하기를 즐기기에 가장 좋은 장소는 어디인가요?,What do you enjoy the most about shopping?
243,야구/소프트볼,5,야구/소프트볼를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing baseball/softball regularly?
244,조깅,5,조깅를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing jogging, and how did you overcome them?"
245,요가,4,요가를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,When did you first start yoga and why?
246,걷기,4,걷기는 평소에 어떤 방식으로 즐기시나요?,When did you first start walking and why?
247,주거 개선,4,주거 개선를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy improving living space.
248,국내출장,5,국내출장와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in business trips in Korea changed over time?
249,리얼리티 쇼 시청,4,리얼리티 쇼 시청는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in watching reality shows and where do you usually go?
250,배드민턴,6,배드민턴와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy badminton anymore, what would you replace it with and why?"
251,스키/스노보드,4,스키/스노보드를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about skiing/snowboarding?
252,음악 감상하기,4,음악 감상하기를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do listening to music alone or with others? Why?
253,골프,4,골프는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in golf and where do you usually go?
254,농구,6,농구를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does basketball have in your country?
255,미식축구,5,미식축구를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing American football, and how did you overcome them?"
256,차 드라이브 하기,4,차 드라이브 하기를 하게 된 특별한 계기가 있었나요?,How often do you engage in driving and where do you usually go?
257,자원봉사,4,자원봉사를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about volunteering?
258,아이스 스케이트,4,아이스 스케이트를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in ice skating and where do you usually go?
259,글쓰기,4,글쓰기를 즐기기에 가장 좋은 장소는 어디인가요?,What do you enjoy the most about writing?
260,"하이킹, 트레킹",5,"하이킹, 트레킹를 할 때 가장 성취감을 느끼는 순간은 언제인가요?","What challenges have you faced while doing hiking/trekking, and how did you overcome them?"
261,요리 관련 프로그램 시청,6,요리 관련 프로그램 시청를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does watching cooking shows have in your country?
262,클럽/나이트클럽 가기,6,"클럽/나이트클럽 가기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy going to clubs or nightclubs anymore, what would you replace it with and why?"
263,SNS에 글 올리기,4,SNS에 글 올리기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about posting on social media?
264,요리하기,5,요리하기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended cooking to someone? What was their reaction?
265,국내출장,4,국내출장를 하게 된 특별한 계기가 있었나요?,When did you first start business trips in Korea and why?
266,친구들과 문자 대화,6,친구들과 문자 대화가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare texting with friends with another hobby you enjoy. What are the key differences?
